,Unnamed: 0,Date,Star,Condition,Rating,adr,label
64,64,2/7/2004 4:19:25 AM,4.5 Stars,Rated  for Herniated discs Report ,ultracetany healing started taking this med 4 days ago after 7 mos of acute pain issuing from 2 herniated discs though the dosage is 1 every 6 hrs i take 1 every 1216 hrs and the effect is amazing the knotted cramp in my calf from the sciatic pain is a mere twinge i would love to know if any users have had any healing as a result of ultracet thanx,"acute pain, pain",1
65,65,2/3/2004 7:50:07 AM,5 Stars,Rated  for Fibromyalgia syndrome (FMS) Report ,i love this stuff this is my favorite pain reliever so far i take it very rarely so its still quite effective i have a pretty fair pain tolerance so i only take it when im in excruciating pain and cant sleep or if i have to fly so that i fall asleep before it hurts it was prescribed for a severe herxheimer reaction i had from antibiotic therapy over the summer and although it required a lot of concentration it makes me drowsy and a little loopy i was still able to do the integrations required for my astronomy research while i was on it,"fall, pain",1
66,66,2/3/2004 12:21:07 AM,2 Stars,Rated  for Fibromyalgia syndrome (FMS) Report ,might as well take mms these did nothing for me if id been taking mms tm at least id have had some chocolate for consolation some people have great sucess with this stuff but it didnt work at all for me unless i sat down and did absolutely nothing for about 2 hours but then again sitting down and doing absolutely nothing for about 2 hours tends to help even if i dont take anything,,0
67,67,1/1/2004 7:11:55 AM,3 Stars,Rated  for Endometriosis Report ,ultracet works sometimes,,0
68,68,10/27/2003 7:57:19 PM,2.5 Stars,Rated  for Endometriosis Report ,ultracet this worked pretty well to begin with but over time it has not been working quite as well,,0
69,69,10/20/2003 11:04:41 AM,2.5 Stars,Rated  for Endometriosis Report ,patient beware i was started on this medicine after getting no relief from bextra i liked how it kicks in quicker than other pain relief medicines but was not told i shouldnt take it for long periods of time heres the kicker it gives longlasting relief so that you want to take it daily and all the time when i did stop taking it i developed withdrawal symptoms major chills muscle cramps and restless legs insomnia and that was on top of the regular pain for which i was being treated i would not recommend this medicine,"chills, insomnia, pain",1
70,70,10/13/2003 5:29:24 AM,0.5 Stars,Rated  for Fibromyalgia syndrome (FMS) Report ,ultracet this was like taking sugar pills for me i have yet to take any drug that has helped my symptoms i feel like im hopeless in finding something to ease pain and relieve the fatigue,"fatigue, pain",1
71,71,9/18/2003 8:11:36 PM,0.5 Stars,Rated  for Osteoarthritis of the spine (Facet joint degeneration) Report ,this stuff stinks i have had fibromyalgia for 5yrs and have recently found out i have herniated disc and arthritis of the spine doc refused to continue my vicodin so i suggested ultracet heard good things about it yea right not only am i still in severe pain but now i have a migraine and am so tired i can hardly function they can keep this drug im going back to my vicodin besides if a drug is addictive it darn well had better work,"arthritis, fibromyalgia, migraine, pain",1
72,72,9/18/2003 8:11:36 PM,0.5 Stars,Rated  for Fibromyalgia syndrome (FMS) Report ,this stuff stinks i have had fibromyalgia for 5yrs and have recently found out i have herniated disc and arthritis of the spine doc refused to continue my vicodin so i suggested ultracet heard good things about it yea right not only am i still in severe pain but now i have a migraine and am so tired i can hardly function they can keep this drug im going back to my vicodin besides if a drug is addictive it darn well had better work,"arthritis, fibromyalgia, migraine, pain",1
73,73,9/18/2003 8:11:36 PM,0.5 Stars,Rated  for Herniated discs Report ,this stuff stinks i have had fibromyalgia for 5yrs and have recently found out i have herniated disc and arthritis of the spine doc refused to continue my vicodin so i suggested ultracet heard good things about it yea right not only am i still in severe pain but now i have a migraine and am so tired i can hardly function they can keep this drug im going back to my vicodin besides if a drug is addictive it darn well had better work,"arthritis, fibromyalgia, migraine, pain",1
74,74,9/7/2003 5:19:58 AM,4.5 Stars,Rated  for Endometriosis Report ,ultracet have been using it for acute endometriosis pain medicine takes from 1 to 1 12 hours to give relief but did take away the pain needed to take the next dosage after about 5 hours i have tried several pain medications for this chronic problem and this was the first one to actually take the pain away and not just take the edge off of it,"endometriosis, pain",1
75,75,8/30/2003 10:10:39 AM,5 Stars,Rated  for Osteoarthritis Report ,ultracet i have osteoarthritis in numerous joints ultracet worked when regular acetaminophen wouldnt i needed just a little something else along with the acetaminophen,osteoarthritis,1
76,76,8/27/2003 1:12:44 PM,4 Stars,Rated  for Fibromyalgia syndrome (FMS) Report ,ultracet for sleep ibs and mouth sores i have had a permanent case of fibro since neck surgery in february prior to that id had intermittent bouts throughout my adult life and never before february had i been such a text book example of fibro in fact i didnt even know that some of the more severe symptoms sleep disorder irritable bowel existed i have found three interventions most effective since feb first i purchased a nikken mattress pad it has hundreds of magnets on its surface i immediately noticed aproximately a 30 reduction in pain especially in the morning upon awakening secondly provigil gave me back my life prior to trying this i was so depressed i could barely function i was a brain fog poster girl benefits were noticed within 2 days and just last week i began taking ultracet for the first time in 8 months i have had 9 consecutive nights of restful sleep and whether or not the symptom of dry burning mouth was related to poor sleepim not sure but since starting ultracet i have found a significant improvement in my ability to tolerate food my mouth has stopped burning my tongue is no longer bright red it now has the coating its supposed to have on it this is a horrible confounding disease i was stunned to see how pervasive and limiting it could be in its purest form as far as pain is concerned i have noticed very little improvement i have been taking lortab and that still seems to be the most effective i highly recommend being aggressive and proactive in your selfcare demand a doctor who understands this disorder and who sees it in his practice regularly otherwise you will be selling yourself short god bless,"burning mouth, pain, sleep disorder, surgery",1
77,77,8/21/2003 8:42:38 PM,1 Stars,Rated  for Migraine Report ,nope this did not even begin to touch my pain i just tried it again yesterday wishful thinking and nothing nada zilch oh well,pain,1
78,78,8/19/2003 8:56:15 PM,4 Stars,Rated  for Fibromyalgia syndrome (FMS) Report ,ultracet use i have found ultracet to very effective for headache pain associated with degeneragive disk disease it has been slightly less effective in the treatment of my pain associated with oa and fibromyalgia the only side effect ive encounted while using this drug is an initial perkiness followed by slight dizziness and drowsiness overall i would definitely recommend this drug for pain management,"dizziness, drowsiness, fibromyalgia, headache, pain",1
